title;MAL_id;type;release-season;release-year;crazy-gump score;friends_mean_score;nb_who_watched_it;friend_who_watched_it
Oyaji no, Imo no Kamisama.;29323;Special;fall;2014;;4;1;"leejongki;"
Shingeki no Kyojin Movie 1: Guren no Yumiya;23775;Movie;fall;2014;;4;1;"leejongki;"
Futa-bu! Mix: Futanari World;30583;OVA;spring;2015;;4;1;"leejongki;"
Sword Art Online II: Sword Art Offline II;28063;Special;fall;2014;;4;1;"leejongki;"
Break Blade 2: Ketsubetsu no Michi;8514;Movie;spring;2010;;4;1;"DrNock;"
White Fantasy;28775;Special;fall;2014;;4;1;"leejongki;"
Yakata: Kannou Kitan;27363;OVA;fall;2014;;4;1;"leejongki;"
Hor Cafe;39182;Special;fall;2014;;4;1;"leejongki;"
Keep Calm and Carry On;39781;ONA;fall;2014;;4;1;"leejongki;"
Break Blade 1: Kakusei no Toki;6772;Movie;spring;2010;;4;1;"DrNock;"
1/100 Shibuya Crossing;36746;ONA;spring;2015;;4;1;"leejongki;"
I Wanna Be Your Friend;44775;Movie;winter;2015;;4;1;"leejongki;"
Onikiri Musume Saisen;37551;ONA;summer;2014;;4;1;"leejongki;"
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa;23777;Movie;spring;2015;;4;1;"leejongki;"
Mesu Kyoushi 4: Kegasareta Kyoudan;31397;OVA;fall;2015;;4;1;"leejongki;"
Itadaki! Seieki♥;22429;OVA;winter;2014;;4;1;"leejongki;"
"""R100"" x Mameshiba Original Manners";37626;ONA;summer;2013;;4;1;"leejongki;"
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei;46985;TV;fall;2021;;4;1;"Djidji;"
DPR Special Movie;20951;Special;fall;2013;;4;1;"leejongki;"
Gintama x Mameshiba;19261;Special;fall;2013;;4;1;"leejongki;"
Teekyuu 4 Specials;31608;Special;summer;2015;;4;1;"leejongki;"
Kuroko no Basket: Baka ja Katenai no yo!;19669;OVA;fall;2013;;4;1;"leejongki;"
Netoraserare;30817;OVA;summer;2015;;4;1;"leejongki;"
Right Places: Sono Toki, Boku no Irubeki Basho;39018;ONA;fall;2013;;4;1;"leejongki;"
Mottainai (Special);31144;Special;summer;2015;;4;1;"leejongki;"
Iro wo Kuu Akuma;40338;ONA;summer;2015;;4;1;"leejongki;"
Land;38970;Movie;fall;2013;;4;1;"leejongki;"
Bikyaku Seido Kaichou Ai;20589;OVA;winter;2014;;4;1;"leejongki;"
Gakuen Handsome The Animation;30531;OVA;summer;2015;;4;1;"leejongki;"
Hetalia: The Beautiful World Extra Disc;21075;OVA;winter;2014;;4;1;"leejongki;"
Kimi no Iru Machi OVA;20649;OVA;winter;2014;6;4;1;"leejongki;"
In the Sea and near a Girl.;39179;ONA;summer;2014;;4;1;"leejongki;"
One Piece: Cry Heart;22661;Special;winter;2014;;4;1;"leejongki;"
Tokubetsu Jugyou 3 SLG The Animation;21363;OVA;winter;2014;;4;1;"leejongki;"
Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation;31118;OVA;summer;2015;;4;1;"leejongki;"
Danchigai: Juusan Goutou Sentou Ikitai!!;31683;Special;summer;2015;;4;1;"leejongki;"
Hana no Zundamaru: Junk;22953;ONA;winter;2014;;4;1;"leejongki;"
Waiter;48971;Movie;winter;2014;;4;1;"leejongki;"
Wormy;39220;Movie;winter;2014;;4;1;"leejongki;"
Detective Conan: The Fugitive Kogorou Mouri;24169;ONA;spring;2014;;4;1;"leejongki;"
Isshuukan Friends. Specials;24821;Special;spring;2014;;4;1;"leejongki;"
Kura Sushi;35858;ONA;spring;2014;;4;1;"leejongki;"
Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete;22655;OVA;spring;2014;;4;1;"leejongki;"
Sword Art Online: Sword Art Offline - Extra Edition;21879;Special;spring;2014;;4;1;"leejongki;"
Bishoujo Mobage: Mobami-chan;25991;ONA;summer;2014;;4;1;"leejongki;"
Toilet no Kuni;36621;ONA;spring;2015;;4;1;"leejongki;"
Tsuma no Haha Sayuri;11465;OVA;fall;2011;;4;1;"leejongki;"
Kuroko no Basket: Oshaberi Shiyokka;17259;Special;fall;2012;;4;1;"leejongki;"
Fettu to Ccine to Gummi Seijin;36579;ONA;winter;2015;;4;1;"leejongki;"
Kyuuketsuki;10325;OVA;winter;2011;;4;1;"leejongki;"
Mirai Nikki;8460;OVA;fall;2010;;4;1;"leejongki;"
Kobe to Watashi;8925;ONA;spring;2010;;4;1;"leejongki;"
"Lux Straight &amp; Beauty Massugu Ikiru";39035;ONA;summer;2016;;4;1;"leejongki;"
Majutsushi Orphen Hagure Tabi;37576;TV;winter;2020;4;4;1;"Djidji;"
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday;8728;Special;spring;2010;;4;1;"leejongki;"
Jingle;32288;ONA;fall;2010;;4;1;"leejongki;"
Uchuu Kaizoku Sara;4360;OVA;winter;2010;;4;1;"leejongki;"
Hetalia World Series Specials;10497;Special;winter;2011;;4;2;"leejongki;leejongki;"
Akashic Re:cords;36637;ONA;fall;2016;;4;1;"leejongki;"
Boku no Yayoi-san 2;33750;OVA;summer;2016;;4;1;"leejongki;"
91 Days: Mijikai Rousoku;33964;Special;summer;2016;;4;1;"leejongki;"
Naruto x UT;10075;OVA;winter;2011;;4;1;"leejongki;"
Kobato.: Hajimete no Kobato.;10098;Special;winter;2010;;4;1;"leejongki;"
Teekyuu 7 Specials;32817;Special;spring;2016;;4;1;"leejongki;"
Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou;20871;Special;winter;2011;;4;1;"leejongki;"
RS Keikaku: Rebirth Storage;32950;Special;spring;2016;;4;1;"leejongki;"
Re:Zero kara Hajimeru Break Time;33142;Special;spring;2016;;4;1;"leejongki;"
Owari no Seraph: Kyuuketsuki Shahar;31378;OVA;spring;2016;;4;1;"leejongki;"
Boku no Tonari ni Ankoku Hakaishin ga Imasu.;38302;TV;winter;2020;;4;1;"Djidji;"
Spelunker Sensei;10406;OVA;winter;2011;;4;1;"leejongki;"
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!;6581;Special;winter;2010;;4;1;"leejongki;"
Ame-iro Cocoa in Hawaii;33245;TV;fall;2016;;4;1;"leejongki;"
Ya-Ne-Sen a Go Go;38702;Movie;winter;2011;;4;1;"leejongki;"
Boruto: Jump Festa 2016 Special;35072;Special;fall;2016;;4;1;"leejongki;"
Koisuru Boukun;8634;OVA;spring;2010;;4;1;"leejongki;"
Sore dake ga Neck;42883;TV;fall;2020;;4;1;"Djidji;"
Eyedrops Episode 0;34153;ONA;summer;2016;;4;1;"leejongki;"
Eyedrops;34140;ONA;summer;2016;;4;1;"leejongki;"
Samurai Noodles: The Originator;33734;ONA;summer;2016;;4;1;"leejongki;"
Suntory Minami Alps no Tennensui;33902;Special;summer;2016;;4;1;"leejongki;"
Gekidol: Actidol Project;32455;TV;winter;2021;;4;1;"DrNock;"
Valhait Rising: Kandou e.;41296;ONA;summer;2016;;4;1;"leejongki;"
Sakamoto Desu ga? Special;33524;Special;summer;2016;;4;1;"leejongki;"
Princess Lover! OVA;8918;OVA;summer;2010;;4;1;"leejongki;"
Show by Rock!! Stars!!;41520;TV;winter;2021;;4;1;"DrNock;"
Robotica*Robotics;12137;OVA;summer;2010;;4;1;"leejongki;"
One Piece Film: Gold Episode 0 - 711 ver.;33606;Special;summer;2016;;4;1;"leejongki;"
Oishi-sa Hajikeru! One Piece;34165;Special;summer;2016;;4;1;"leejongki;"
Aki-Sora: Yume no Naka;8577;OVA;summer;2010;;4;1;"leejongki;"
Je Taime;9001;OVA;summer;2010;;4;1;"leejongki;"
Yebisu Celebrities 1st;9232;OVA;spring;2010;;4;1;"leejongki;"
Misuzu: Ikenai Koto;33515;OVA;summer;2016;;4;1;"leejongki;"
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari;32869;Movie;summer;2016;;4;1;"leejongki;"
Aisai Nikki;9721;OVA;fall;2010;;4;1;"leejongki;"
Infinite Dendrogram;38909;TV;winter;2020;;4;1;"Djidji;"
Bust to Bust: Chichi wa Chichi ni;9442;OVA;fall;2010;;4;1;"leejongki;"
Gintama: Shinyaku Benizakura-hen;9735;Special;fall;2010;;4;1;"leejongki;"
Youjo Shachou;43001;ONA;winter;2021;;4;1;"DrNock;"
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!;8792;OVA;spring;2010;;4;1;"leejongki;"
Kirin Hyoketsu: Atarashiku Ikou Animation Movie;33770;ONA;summer;2016;;4;1;"leejongki;"
Go for 2020;41298;Movie;summer;2016;;4;1;"leejongki;"
Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai;7708;OVA;winter;2010;;4;1;"leejongki;"
Sex Pistols;5719;OVA;winter;2010;;4;1;"leejongki;"
Cosplay Roshutsu Kenkyuukai;10327;OVA;spring;2011;;4;1;"leejongki;"
Chicken Papa;33859;ONA;winter;2010;;4;1;"leejongki;"
Bloods: Inraku no Ketsuzoku 2;10694;OVA;summer;2011;;4;1;"leejongki;"
Gingirl;37550;ONA;fall;2016;;4;1;"leejongki;"
Mahou Shoujo Elena;10770;OVA;summer;2011;;4;3;"leejongki;leejongki;leejongki;"
Hataraku Otona no Renai Jijou The Animation;34168;OVA;fall;2016;;4;1;"leejongki;"
Hachi-nan tte, Sore wa Nai deshou!;38830;TV;spring;2020;;4;1;"Djidji;"
Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto;33905;ONA;spring;2016;;4;1;"leejongki;"
Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen;40595;TV;fall;2020;;4;1;"Djidji;"
Fujinkoron-senpai;33872;ONA;spring;2016;;4;1;"leejongki;"
On the Table;38977;ONA;summer;2011;;4;1;"leejongki;"
Flying Witch Petit Special;33681;Special;spring;2016;;4;1;"leejongki;"
Uneasiness and Triangle;38976;ONA;summer;2011;;4;1;"leejongki;"
Estima: Sense of Wonder;33871;ONA;spring;2016;;4;1;"leejongki;"
Detective Conan OVA 11: A Secret Order from London;10703;OVA;spring;2011;;4;2;"leejongki;Yokanime;"
Aku no Onna Kanbu;11745;OVA;fall;2011;;4;1;"leejongki;"
Battle Athletess Daiundoukai ReSTART!;42321;TV;spring;2021;;4;1;"Djidji;"
Chijoku no Seifuku;32895;OVA;spring;2016;;4;1;"leejongki;"
Deadman Wonderland: Akai Knife Tsukai;10418;OVA;fall;2011;;4;1;"leejongki;"
Dragon Ball: Episode of Bardock;12231;Special;fall;2011;;4;1;"leejongki;"
Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite;32667;OVA;spring;2016;;4;1;"leejongki;"
Euphoria;10851;OVA;fall;2011;;4;1;"leejongki;"
Ijou Chitai: Jikken Dorei;11815;OVA;fall;2011;;4;1;"leejongki;"
Kono Danshi, Uchuujin to Tatakaemasu.;11355;OVA;fall;2011;;4;1;"leejongki;"
Peter Grill to Kenja no Jikan;40436;TV;summer;2020;6;4;1;"Djidji;"
Tosca;48969;Movie;spring;2011;;4;1;"leejongki;"
Shiiku x Kanojo: Tenshi no Kousoku-hen;33125;OVA;summer;2016;;4;1;"leejongki;"
Kaichou wa Maid-sama!: Omake dayo!;9366;Special;spring;2011;;4;1;"leejongki;"
Kachou no Koi;8339;OVA;winter;2010;;4;1;"leejongki;"
Gintama: Dai Hanseikai;10643;Special;winter;2010;;4;1;"leejongki;"
Metroid Short Animation;37548;ONA;spring;2016;;4;1;"leejongki;"
Uchiko no Mama to Okaasan;37549;ONA;spring;2011;;4;1;"leejongki;"
Issho ni Sleeping: Sleeping with Hinako;7897;OVA;winter;2010;;4;1;"leejongki;"
Detective Conan: Episode One - The Great Detective Turned Small;34036;Special;fall;2016;;4;1;"leejongki;"
Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki;36629;Special;fall;2016;;4;1;"leejongki;"
Tentacle and Witches;10683;OVA;spring;2011;;4;1;"leejongki;"
Chaos Dragon: Sekiryuu Seneki;30091;TV;summer;2015;;3,666666667;3;"Djidji;Yokanime;Zccdcccc;"
Glasslip;23079;TV;summer;2014;;3,5;2;"Djidji;DrNock;"
Netsuzou TRap;34383;TV;summer;2017;5;3,5;2;"Djidji;Yokanime;"
Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou;25861;Special;summer;2014;;3,5;2;"DrNock;leejongki;"
HenSemi (TV);10187;TV;spring;2011;;3,5;2;"DrNock;SaberXTohsaka;"
It Girl;27793;Music;summer;2014;;3,5;2;"DrNock;leejongki;"
Assassins Pride;38572;TV;fall;2019;;3,5;2;"Djidji;DrNock;"
Heroman;4334;TV;spring;2010;;3,5;4;"Djidji;Djidji;DrNock;DrNock;"
Bayonetta: Bloody Fate;20543;Movie;fall;2013;4;3,5;2;"Yokanime;Steins02;"
Tenshi no Drop;16436;Special;spring;2013;;3,5;2;"Djidji;leejongki;"
Getsuyoubi no Tawawa 2;49854;ONA;summer;2021;;3,5;2;"DrNock;leejongki;"
Accel World: Infinite∞Burst;31763;Movie;summer;2016;;3,5;4;"Djidji;DrNock;leejongki;Zccdcccc;"
Gyakusatsu Kikan;23279;Movie;winter;2017;;3,5;2;"DrNock;Yokanime;"
Hagure Yuusha no Aesthetica: Hajirai Ippai;15729;Special;summer;2012;;3,5;2;"Yokanime;Steins02;"
Seiren;33836;TV;winter;2017;;3,5;2;"Djidji;Yokanime;"
Danchigai;30127;TV;summer;2015;;3,5;2;"DrNock;leejongki;"
Guilty Crown: Lost Christmas - An Episode of Port Town;13411;OVA;summer;2012;;3,5;2;"DrNock;leejongki;"
Himegoto;22835;TV;summer;2014;;3,333333333;3;"Djidji;DrNock;Steins02;"
BlazBlue: Alter Memory;18767;TV;fall;2013;;3,333333333;3;"Djidji;DrNock;Steins02;"
Accel World: Acchel World.;13859;Special;summer;2012;;3,333333333;3;"Djidji;DrNock;leejongki;"
Pupa;19315;TV;winter;2014;7;3,25;4;"Djidji;DrNock;leejongki;Steins02;"
Corpse Party: Missing Footage;13807;OVA;summer;2012;;3,25;4;"Djidji;DrNock;leejongki;Steins02;"
Fantasista Doll;15883;TV;summer;2013;;3;1;"DrNock;"
Eine Kleine;30907;Music;spring;2014;;3;1;"leejongki;"
One Room Special;34733;Special;spring;2017;;3;2;"DrNock;leejongki;"
Chichiiro Toiki;21925;OVA;spring;2014;;3;1;"leejongki;"
Natsu wo Ikiru;42908;Music;summer;2020;;3;1;"leejongki;"
Haiyoru! Nyaruani: Remember My Love(craft-sensei);9598;TV;winter;2011;;3;1;"DrNock;"
Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special;10477;Special;winter;2011;;3;1;"DrNock;"
Kyoukai Senki;48466;TV;fall;2021;;3;1;"DrNock;"
Encore;49103;Music;winter;2021;;3;1;"leejongki;"
Alice or Alice;36001;TV;spring;2018;;3;1;"Djidji;"
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae;15807;OVA;spring;2013;;3;1;"DrNock;"
Kizuna (2014);41945;Music;winter;2014;;3;1;"leejongki;"
Lovely x Cation The Animation;29083;OVA;winter;2015;;3;1;"leejongki;"
Beautiful World;32311;Music;fall;2014;;3;1;"leejongki;"
Tsuki ni Hoeru;50063;Music;fall;2021;;3;1;"leejongki;"
Redial;17913;Music;winter;2013;;3;2;"DrNock;leejongki;"
Kuraibito;23101;OVA;spring;2014;;3;1;"leejongki;"
Shin Gengou Nyankogelion;47307;Music;winter;2021;;3;1;"leejongki;"
Boy Meets Harem The Animation;25667;OVA;fall;2014;;3;1;"leejongki;"
Shinmai Maou no Testament Departures;36688;OVA;winter;2018;;3;1;"Djidji;"
Yasashii Suisei;48554;Music;winter;2021;;3;1;"leejongki;"
Kamiari Algorithm;48825;Music;winter;2021;;3;1;"leejongki;"
"""Bungaku Shoujo"" Memoire";8481;OVA;spring;2010;7;3;2;"DrNock;DrNock;"
Haruka;49104;Music;fall;2020;;3;1;"leejongki;"
Tabun;50039;Music;summer;2020;;3;1;"leejongki;"
Shinkai;44407;Music;fall;2020;;3;1;"leejongki;"
Boku no Yayoi-san;29852;OVA;winter;2015;;3;1;"leejongki;"
Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials;21575;Special;summer;2013;;3;1;"DrNock;"
Miru Tights;38935;ONA;spring;2019;;3;1;"DrNock;"
Sore wo Ai to Yobu dake;42703;Music;summer;2020;;3;1;"leejongki;"
Baku Ane: Otouto Shibocchau zo! The Animation;24641;OVA;summer;2014;;3;1;"leejongki;"
Renai Saiban;37608;Music;spring;2014;;3;1;"leejongki;"
Uchuu no Kisetsu;50041;Music;summer;2021;;3;1;"leejongki;"
Yuuseiboushi;49838;Music;summer;2021;;3;1;"leejongki;"
Ana no Oku no Ii Tokoro;27881;OVA;fall;2014;;3;1;"leejongki;"
Hyakuren no Haou to Seiyaku no Valkyria;37446;TV;summer;2018;;3;1;"Djidji;"
Yakusoku (Music);43590;Music;fall;2020;;3;1;"leejongki;"
Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo;7969;OVA;spring;2010;;3;1;"leejongki;"
Isekai Cheat Magician;37744;TV;summer;2019;;3;1;"Djidji;"
Ro-Kyu-Bu! SS;16051;TV;summer;2013;;3;1;"DrNock;"
Nisoku Hokou;12659;Music;spring;2010;;3;1;"leejongki;"
Soredemo Tsuma wo Aishiteru;11349;OVA;fall;2011;;3;1;"leejongki;"
TeNiOE;32812;Music;winter;2014;;3;1;"leejongki;"
"Rin x Sen + Ran -&gt; Sem: Cross Mix";18525;OVA;spring;2013;;3;1;"leejongki;"
"Ran-&gt;Sem: Hakudaku Delmo Tsuma no Miira Tori";10458;OVA;spring;2011;;3;1;"leejongki;"
No Littering;16610;ONA;fall;2012;;3;2;"leejongki;Yokanime;"
Re Boot;23043;Music;fall;2012;;3;1;"leejongki;"
Ozmafia!!;32697;TV;summer;2016;;3;1;"Djidji;"
Servamp;31229;TV;summer;2016;;3;1;"Djidji;"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA;40453;OVA;winter;2020;;3;1;"DrNock;"
Bi-chiku Beach: Nangoku Nyuujoku Satsueikai;10421;OVA;spring;2011;;3;1;"leejongki;"
Grisaia no Meikyuu: Caprice no Mayu 0;29093;Special;spring;2015;;3;1;"DrNock;"
Ninja Slayer From Animation;23605;ONA;spring;2015;;3;2;"DrNock;Zccdcccc;"
Wana: Hakudaku Mamire no Houkago;9968;OVA;winter;2011;;3;1;"leejongki;"
Go! Go! 575;21267;TV;winter;2014;;3;1;"DrNock;"
Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita;16189;OVA;winter;2013;;3;1;"leejongki;"
Mori no e;29757;Music;winter;2011;;3;1;"leejongki;"
Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!;7774;OVA;summer;2010;;3;1;"Djidji;"
Inferno Cop;16774;ONA;fall;2012;;3;1;"DrNock;"
Chiruran: Nibun no Ichi;34088;TV;winter;2017;;3;1;"Djidji;"
Nuki Doki! Tenshi to Akuma no Sakusei Battle;17867;OVA;spring;2013;;3;1;"leejongki;"
Kansen 5: The Daybreak;12961;OVA;fall;2012;;3;1;"leejongki;"
Gregorio;32755;Music;fall;2012;;3;1;"leejongki;"
HenSemi;8101;OVA;summer;2010;;3;2;"Djidji;DrNock;"
Wonder Egg Priority Special;48614;Special;spring;2021;6;3;1;"Yokanime;"
Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA;21679;OVA;spring;2014;;3;1;"DrNock;"
Egomama;12623;Music;fall;2011;;3;1;"leejongki;"
Dragon Ball Super;30694;TV;summer;2015;;3;11;"Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;"
Newsong;40971;Music;winter;2012;;3;1;"leejongki;"
Miss Monochrome The Animation: Manager;28179;OVA;spring;2014;;3;1;"DrNock;"
Go! Go! 575: Meippai ni, Hajiketeru?;28077;Special;fall;2014;;3;1;"DrNock;"
Brandish;12055;OVA;spring;2012;;3;2;"leejongki;leejongki;"
Osomatsu-san Short Film Series;32383;Special;winter;2016;;3;1;"Djidji;"
Follow Me;21041;Music;fall;2012;;3;1;"leejongki;"
Netorare Zuma;14657;OVA;spring;2012;;3;1;"leejongki;"
Wizard Girl Ambitious;10827;OVA;summer;2011;;3;1;"leejongki;"
Vocaloid China Project Senden Animation;14359;Music;spring;2012;;3;1;"leejongki;"
Ichiban Ushiro no Daimaou Specials;8465;Special;spring;2010;;3;3;"Djidji;Djidji;Djidji;"
Val x Love;39799;TV;fall;2019;;3;1;"Djidji;"
Inu x Boku SS Special;13403;Special;summer;2012;;3;2;"DrNock;Steins02;"
Endride;32608;TV;spring;2016;;3;2;"Djidji;Djidji;"
Kotoura-san: Haruka no Heya;16636;ONA;fall;2012;;3;1;"DrNock;"
Suicide Ballad;37531;Music;spring;2013;;3;1;"leejongki;"
Shiiba-san no Ura no Kao. with Imouto Lip;21393;OVA;winter;2014;;3;1;"leejongki;"
Ro-Kyu-Bu!;10572;TV;summer;2011;;3;1;"DrNock;"
Aoi Sekai no Chuushin de;15133;Special;fall;2012;;3;2;"Djidji;Djidji;"
SoniAni: Super Sonico The Animation;20555;TV;winter;2014;;3;2;"Yokanime;Zccdcccc;"
Aimai Elegy;13053;Music;fall;2010;;3;1;"leejongki;"
Koakuma Kanojo The Animation;20801;OVA;fall;2013;;3;1;"leejongki;"
Asako Get You!!;16319;OVA;winter;2013;;3;1;"DrNock;"
Utakata Hanabi;12935;Music;summer;2010;;3;1;"leejongki;"
True Tears: Raigomaru to Jibeta no Monogatari;9002;Special;winter;2010;;3;1;"DrNock;"
Super Speed;9667;Music;summer;2010;;3;1;"leejongki;"
Tayu Tayu;19631;OVA;fall;2013;;3;1;"leejongki;"
Tsukiyomi;32861;Music;fall;2013;;3;1;"leejongki;"
UQ Holder!: Mahou Sensei Negima! 2;33478;TV;fall;2017;;3;1;"Djidji;"
Blood Lad: Wagahai wa Neko de wa Nai;18441;OVA;fall;2013;;3;1;"DrNock;"
Fella Pure: Mitarashi-san Chi no Jijou The Animation;21829;OVA;winter;2014;;3;1;"leejongki;"
Getsuyoubi no Tawawa;34213;ONA;fall;2016;;3;2;"DrNock;leejongki;"
Getsuyoubi no Tawawa Specials;34481;Special;fall;2016;;3;2;"DrNock;leejongki;"
30-sai no Hoken Taiiku;9624;TV;spring;2011;;3;1;"DrNock;"
Ore dake Haireru Kakushi Dungeon;41899;TV;winter;2021;;3;1;"Djidji;"
Another: Misaki Mei - Shizukani;20365;Music;winter;2013;;3;2;"DrNock;leejongki;"
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!;21069;OVA;fall;2013;;3;1;"leejongki;"
Lance N Masques;24011;TV;fall;2015;;3;1;"Djidji;"
Hatena☆Illusion;35252;TV;winter;2020;5;3;2;"Djidji;Djidji;"
Kamisama Dolls Specials;11715;Special;summer;2011;;3;1;"DrNock;"
Uchuu Kaizoku Sara Special;10280;Special;fall;2010;;3;1;"leejongki;"
Clockwork Planet;32407;TV;spring;2017;;3;1;"Djidji;"
Shin Strange+;23433;TV;summer;2014;;3;1;"Djidji;"
Hontou ni Atta;19635;OVA;summer;2013;;3;1;"leejongki;"
Itsuka Tenma no Kuro Usagi;9750;TV;summer;2011;;3;2;"DrNock;Steins02;"
Valkyrie Drive: Mermaid;30385;TV;fall;2015;;3;1;"DrNock;"
Machine-Doll wa Kizutsukanai Specials;21415;Special;fall;2013;;3;1;"DrNock;"
Shounen to Mahou no Robot;37607;Music;summer;2013;;3;1;"leejongki;"
Battle Girl High School;33184;TV;summer;2017;;3;1;"Djidji;"
HHH Triple Ecchi;9322;OVA;fall;2010;;3;4;"leejongki;leejongki;leejongki;leejongki;"
Konbini Kareshi;35434;TV;summer;2017;5;3;1;"Djidji;"
Persona 3 the Movie 4: Winter of Rebirth;31149;Movie;winter;2016;;3;1;"DrNock;"
Nora to Oujo to Noraneko Heart;32447;TV;summer;2017;;3;1;"Djidji;"
Double-J;10838;TV;summer;2011;;3;1;"DrNock;"
The Reflection;34449;TV;summer;2017;;3;1;"Djidji;"
Astarotte no Omocha! EX;10582;OVA;summer;2011;;3;1;"DrNock;"
Kami no Ue no Pilot;37540;Music;fall;2016;;3;1;"leejongki;"
Dragon Quest: Your Story;39274;Movie;summer;2019;;3;1;"DrNock;"
Tsunpri;30898;OVA;fall;2015;;3;1;"leejongki;"
Raison dêtre;40569;Music;fall;2019;;3;1;"leejongki;"
Lilac;39113;Music;spring;2018;;3;1;"leejongki;"
Stella-Rium;35585;Music;spring;2015;;3;1;"leejongki;"
Amakano;31810;OVA;winter;2016;;3;2;"leejongki;leejongki;"
Nudist Beach ni Shuugaku Ryokou de!! The Animation;32833;OVA;spring;2016;;3;1;"leejongki;"
Golden Kamuy 2nd Season OVA;38710;OVA;winter;2019;;3;1;"DrNock;"
Vanilla;41039;Music;fall;2019;;3;1;"leejongki;"
Yoru Ni Kakeru;48653;Music;fall;2019;;3;1;"leejongki;"
Yakusoku (2019);41499;Music;summer;2019;;3;1;"leejongki;"
Dare no Tame ni Sakura wa Saku;37867;Music;spring;2018;;3;1;"leejongki;"
Watashi ga Toriko ni Natte Yaru;31189;OVA;summer;2015;;3;1;"leejongki;"
Mudai;30771;Music;spring;2015;;3;1;"leejongki;"
Maro no Kanja wa Gatenkei;30454;OVA;spring;2015;;3;1;"leejongki;"
La Primavera;32748;Music;fall;2015;;3;1;"leejongki;"
Hollowness;39114;Music;summer;2018;;3;1;"leejongki;"
Build Divide: Code Black;48776;TV;fall;2021;;3;1;"DrNock;"
Kowaremono: Risa The Animation;32267;OVA;winter;2016;;3;1;"leejongki;"
Egao no Hana;9502;Music;spring;2010;;3;2;"DrNock;leejongki;"
Aftermath;33326;Music;spring;2016;;3;1;"leejongki;"
Nobunaga-sensei no Osanazuma;38814;TV;spring;2019;;3;1;"Djidji;"
Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo;31101;OVA;summer;2015;;3;1;"leejongki;"
Change Our Mirai!;31300;Music;summer;2015;;3;1;"leejongki;"
Paprika (Music);40200;Music;summer;2019;;3;1;"leejongki;"
Nautilus;41769;Music;summer;2019;;3;1;"leejongki;"
Shissou Word;41602;Music;fall;2017;;3;1;"leejongki;"
K-On!!: Ura-On!!;9203;Special;summer;2010;;3;1;"DrNock;"
Kyonyuu Hitozuma Onna Kyoushi Saimin;32063;OVA;winter;2016;;3;1;"leejongki;"
Ashita e Mukau Hito;32750;Music;spring;2015;;3;1;"leejongki;"
Main Actor;39511;Music;winter;2018;;3;1;"leejongki;"
Quote;37352;Music;fall;2017;;3;1;"leejongki;"
Shoujo kara Shoujo e...;32518;OVA;winter;2016;;3;1;"leejongki;"
Role Playing Soldier;40283;Music;spring;2019;;3;1;"leejongki;"
Victorian Maid Maria no Houshi;30702;OVA;spring;2015;;3;1;"leejongki;"
Pinkerton;33291;OVA;summer;2016;;3;1;"leejongki;"
7-kakan.;32853;Music;summer;2015;;3;1;"leejongki;"
Allargando The Animation;30128;OVA;spring;2015;;3;1;"leejongki;"
Alice in Voodooland;38906;Music;fall;2016;;3;1;"leejongki;"
Kumo to Yuurei;41179;Music;summer;2018;;3;1;"leejongki;"
Creamy Pie;31401;OVA;fall;2015;;3;1;"leejongki;"
3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation;29809;OVA;spring;2015;;3;1;"leejongki;"
Saimin Class;34312;OVA;fall;2016;;3;1;"leejongki;"
Ano Ko to Ii Koto;31117;OVA;fall;2015;;3;2;"leejongki;leejongki;"
Kawaki wo Ameku;39112;Music;winter;2019;;3;1;"leejongki;"
